name,nationality,club,preferred.foot,position_group,age_group,overall,potential,wage,value
L. Amos,England,Tottenham Hotspur,Left,MID,21 to 25,65,79,13000,1000000
S. Gomez,Colombia,Itagüí Leones FC,Left,MID,21 to 25,65,75,1000,850000
Omar Santana,Spain,Miedź Legnica,Right,MID,25 to 30,65,65,1000,575000
Y. M'Bone,Cameroon,La Berrichonne de Châteauroux,Right,DEF,21 to 25,65,70,2000,600000
Salva Ruíz,Spain,RCD Mallorca,Left,DEF,21 to 25,65,70,2000,600000
J. Deschamps,Chile,Curicó Unido,Right,GK,31 to 35,65,65,1000,220000
F. Feuillassier,Argentina,Real Madrid,Right,FWD,20 and under,65,80,23000,1000000
P. Haglund,Sweden,IK Sirius,Right,MID,31 to 35,65,65,1000,475000
Henrique,Brazil,Brisbane Roar,Right,FWD,31 to 35,65,65,2000,325000
K. Hemmings,England,Notts County,Right,FWD,25 to 30,65,66,6000,650000
P. Jerez,Chile,Club Deportes Temuco,Right,DEF,31 to 35,65,65,1000,350000
W. Ponce,Chile,CD Universidad de Concepción,Right,FWD,20 and under,65,78,1000,1000000
K. Ford,United States,Colorado Rapids,Right,DEF,21 to 25,65,74,2000,725000
R. Grzyb,Poland,Jagiellonia Białystok,Right,MID,31 to 35,65,65,2000,130000
G. Gunning,Republic of Ireland,Forest Green Rovers,Left,DEF,25 to 30,65,65,4000,450000
I. Šehić,Bosnia Herzegovina,BB Erzurumspor,Right,GK,25 to 30,65,66,3000,425000
B. Potts,England,Barnsley,Right,MID,21 to 25,65,70,3000,725000
A. Hughes,Northern Ireland,Heart of Midlothian,Right,DEF,Over 35,65,65,2000,70000
J. Steer,England,Charlton Athletic,Left,GK,21 to 25,65,70,4000,525000
K. Sharahili,Saudi Arabia,Al Faisaly,Left,GK,31 to 35,65,65,5000,325000
J. Hamilton,Canada,Toronto FC,Left,FWD,21 to 25,65,72,2000,775000
J. Reimerink,Netherlands,VfL Sportfreunde Lotte,Right,MID,25 to 30,65,65,1000,550000
C. Woodrow,England,Barnsley,Right,FWD,21 to 25,65,72,12000,775000
D. Georgievski,FYR Macedonia,Newcastle Jets,Right,DEF,25 to 30,65,65,1000,400000
L. Escalante,Colombia,Junior FC,Right,MID,25 to 30,65,65,1000,575000
K. Davis,England,Aston Villa,Right,FWD,20 and under,65,76,4000,950000
V. Morales,Chile,Unión La Calera,Right,DEF,25 to 30,65,67,1000,525000
M. Omoh,Nigeria,Örebro SK,Right,FWD,25 to 30,65,65,2000,575000
N. Guerra,Chile,Universidad de Chile,Right,FWD,20 and under,65,78,2000,1000000
P. Schürpf,Switzerland,FC Luzern,Left,MID,25 to 30,65,65,4000,550000
C. Davies,Wales,Mansfield Town,Right,FWD,31 to 35,65,65,6000,425000
A. Keita,Guinea,Östersunds FK,Right,GK,31 to 35,65,65,1000,325000
I. Erquiaga,Argentina,Estudiantes de La Plata,Left,DEF,20 and under,65,75,3000,750000
M. Abena,Suriname,De Graafschap,Right,DEF,21 to 25,65,69,2000,575000
Ham Seok Min,Korea Republic,Gangwon FC,Right,GK,21 to 25,65,72,1000,550000
D. Wheeler,England,Portsmouth,Right,MID,25 to 30,65,65,3000,575000
Fran García,Spain,Albacete BP,Left,DEF,21 to 25,65,67,2000,550000
S. Sané,Germany,Karlsruher SC,Right,FWD,21 to 25,65,67,3000,675000
M. Solís,Colombia,Independiente Santa Fe,Right,GK,31 to 35,65,65,1000,130000
F. Pick,Germany,1. FC Kaiserslautern,Right,MID,21 to 25,65,73,2000,800000
D. Merelli,Italy,Padova,Left,GK,21 to 25,65,71,1000,550000
Zhang Lie,China PR,Beijing Renhe FC,Right,GK,Over 35,65,65,2000,70000
E. Šipović,Bosnia Herzegovina,Ohod Club,Right,DEF,25 to 30,65,66,5000,500000
R. Miyaichi,Japan,FC St. Pauli,Right,MID,21 to 25,65,68,5000,675000
L. Burnet,Netherlands,Excelsior,Left,DEF,25 to 30,65,65,2000,450000
C. Bickel,Germany,FSV Zwickau,Right,MID,25 to 30,65,65,1000,575000
J. McCarthy,United States,Philadelphia Union,Right,GK,21 to 25,65,70,2000,525000
T. Dekker,Netherlands,VVV-Venlo,Right,DEF,20 and under,65,72,2000,650000
S. Niakaté,France,Valenciennes FC,Left,DEF,20 and under,65,81,2000,1000000
D. Marcandella,Italy,Padova,Right,MID,21 to 25,65,74,1000,850000
Park Won Jae,Korea Republic,Jeonbuk Hyundai Motors,Left,DEF,31 to 35,65,65,3000,150000
N. Ioannidis,Greece,Clube Sport Marítimo,Right,FWD,21 to 25,65,68,3000,700000
A. Barylla,Germany,FSV Zwickau,Right,DEF,21 to 25,65,73,1000,675000
J. González,Paraguay,Defensa y Justicia,Right,DEF,25 to 30,65,69,3000,575000
G. Treand,France,Neuchâtel Xamax,Right,MID,31 to 35,65,65,2000,425000
E. Markkanen,Finland,Dalkurd FF,Left,FWD,25 to 30,65,66,2000,650000
A. McCormack,Republic of Ireland,Luton Town,Right,MID,31 to 35,65,65,3000,160000
M. Firenze,Italy,Crotone,Right,MID,21 to 25,65,67,1000,650000
I. Maela,South Africa,Orlando Pirates,Left,DEF,21 to 25,65,67,1000,550000
L. Romo,Mexico,Querétaro,Right,DEF,21 to 25,65,73,2000,675000
Peng Xinli,China PR,Chongqing Dangdai Lifan FC SWM Team,Left,MID,25 to 30,65,66,3000,625000
J. Zwischenbrugger,Austria,SCR Altach,Right,DEF,25 to 30,65,65,4000,450000
R. Taylor,Finland,Tromsø IL,Right,MID,21 to 25,65,71,1000,750000
O. Clarke,England,Bristol Rovers,Right,MID,25 to 30,65,65,3000,575000
C. Cropper,United States,New England Revolution,Right,GK,21 to 25,65,69,2000,500000
B. Garuccio,Australia,Heart of Midlothian,Left,DEF,21 to 25,65,72,2000,650000
M. Fofana,Mali,FC Metz,Right,MID,20 and under,65,80,1000,1000000
F. Beltrán,Mexico,Guadalajara,Right,MID,20 and under,65,75,7000,875000
J. Carranza,Argentina,Club Atlético Banfield,Right,FWD,20 and under,65,83,2000,1000000
J. Arias,Curacao,FC Emmen,Right,FWD,21 to 25,65,70,2000,725000
D. Bergqvist,Sweden,Östersunds FK,Right,MID,21 to 25,65,69,2000,600000
J. Clarke-Harris,England,Coventry City,Left,FWD,21 to 25,65,70,3000,725000
Juan Cámara,Spain,Miedź Legnica,Left,MID,21 to 25,65,71,1000,725000
H. Da Campo,Argentina,San Martín de San Juan,Right,MID,21 to 25,65,71,4000,750000
R. Scheu,Germany,SC Fortuna Köln,Right,MID,21 to 25,65,71,1000,750000
G. Bigirimana,England,Motherwell,Right,MID,21 to 25,65,69,2000,700000
E. Hajri,Tunisia,MSV Duisburg,Right,DEF,31 to 35,65,65,2000,120000
M. Langer,Austria,FC Schalke 04,Right,GK,31 to 35,65,65,5000,270000
G. Allison,Mexico,Cruz Azul,Right,GK,25 to 30,65,66,5000,425000
S. Walker,England,Reading,Right,GK,25 to 30,65,68,6000,475000
L. Olum,Kenya,Portland Timbers,Right,DEF,31 to 35,65,65,2000,220000
C. Giraldo,Colombia,Deportivo Pasto,Right,MID,Over 35,65,65,1000,70000
G. Cros,France,FC Carl Zeiss Jena,Left,DEF,21 to 25,65,70,1000,600000
Heo Yong Joon,Korea Republic,Jeonnam Dragons,Right,FWD,21 to 25,65,68,2000,675000
A. Ouahim,Morocco,VfL Osnabrück,Right,MID,20 and under,65,76,1000,925000
K. Walker,Sweden,Djurgårdens IF,Right,MID,25 to 30,65,65,2000,525000
J. Benet,France,Grenoble Foot 38,Right,MID,21 to 25,65,73,2000,775000
L. Villarruel,Argentina,Defensa y Justicia,Right,MID,25 to 30,65,66,3000,500000
T. Hadebe,Zimbabwe,Kaizer Chiefs,Left,DEF,21 to 25,65,75,1000,750000
Patrick,Cape Verde,CD Tondela,Right,FWD,21 to 25,65,69,2000,725000
C. Diedhiou,Senegal,Royal Excel Mouscron,Right,DEF,25 to 30,65,65,3000,400000
L. Pérez,Italy,Cosenza,Right,FWD,25 to 30,65,65,1000,550000
Sidnei Dalmeira,Brazil,Sport Club do Recife,Right,DEF,25 to 30,65,65,4000,400000
Alfred,Spain,CF Reus Deportiu,Right,MID,21 to 25,65,72,2000,750000
Álvaro Bustos,Spain,CF Rayo Majadahonda,Left,FWD,21 to 25,65,72,3000,750000
I. Azzaoui,Belgium,VfL Wolfsburg,Right,MID,20 and under,65,77,7000,975000
Y. Marillat,France,AS Béziers,Right,GK,21 to 25,65,70,1000,525000
Fidalgo,Spain,Real Madrid,Right,MID,21 to 25,65,75,20000,875000
C. Togashi,Japan,FC Tokyo,Right,FWD,21 to 25,65,69,2000,725000
Roger Figueras,Spain,Gimnàstic de Tarragona,Right,DEF,21 to 25,65,75,2000,775000
Vítor Tormena,Brazil,Portimonense SC,Right,DEF,21 to 25,65,71,2000,625000
S. Matuszek,Poland,Górnik Zabrze,Right,MID,25 to 30,65,65,2000,425000
E. Tønne,Norway,Ranheim Fotball,Left,FWD,25 to 30,65,65,1000,575000
B. Samba,France,Stade Malherbe Caen,Left,GK,21 to 25,65,69,4000,500000
M. Aaquist,Denmark,Randers FC,Right,MID,21 to 25,65,71,4000,750000
Rúben Lameiras,Portugal,Plymouth Argyle,Left,MID,21 to 25,65,71,3000,750000
A. Hinestroza,Colombia,Jaguares de Córdoba,Right,MID,25 to 30,65,65,1000,425000
J. Hingert,Australia,Brisbane Roar,Right,DEF,25 to 30,65,65,2000,450000
P. Drewes,Germany,FC Würzburger Kickers,Right,GK,21 to 25,65,70,2000,525000
S. Peszko,Poland,Lechia Gdańsk,Right,MID,31 to 35,65,65,3000,325000
D. Petković,Montenegro,FC Lorient,Right,GK,21 to 25,65,68,2000,475000
Wang Xiaolong,China PR,Tianjin Quanjian FC,Left,FWD,31 to 35,65,65,6000,425000
E. Pezzi,Italy,Carpi,Right,DEF,25 to 30,65,65,1000,425000
O. Hein,Germany, SSV Jahn Regensburg,Right,DEF,25 to 30,65,65,3000,425000
E. Serje,Colombia,Junior FC,Right,MID,21 to 25,65,72,1000,650000
M. Biankadi,Congo,FC Hansa Rostock,Right,MID,21 to 25,65,72,1000,750000
L. Miller,Scotland,Livingston FC,Right,FWD,31 to 35,65,65,2000,250000
J. Müller,Germany,SpVgg Unterhaching,Right,MID,25 to 30,65,65,2000,550000
C. Alkılıç,Turkey,Alanyaspor,Right,DEF,25 to 30,65,65,4000,400000
M. Kleinsorge,Germany,SV Meppen,Right,MID,21 to 25,65,70,1000,725000
M. Dávila,Chile,Unión Española,Left,MID,25 to 30,65,66,1000,625000
K. Vincent-Young,England,Colchester United,Right,DEF,21 to 25,65,74,3000,700000
L. Rajot,France,Clermont Foot 63,Right,MID,20 and under,65,75,1000,775000
M. Amini,Australia,Aarhus GF,Right,MID,21 to 25,65,70,4000,700000
J. Ring,Sweden,Djurgårdens IF,Left,MID,25 to 30,65,65,2000,575000
C. Palomeque,Colombia,Alianza Petrolera,Left,MID,21 to 25,65,68,1000,675000
T. Rehfeldt,Germany,VfR Aalen,Right,DEF,21 to 25,65,69,1000,600000
R. Gojani,Sweden,IF Elfsborg,Right,MID,21 to 25,65,68,2000,675000
I. Traoré,Ivory Coast,SK Slavia Praha,Right,MID,25 to 30,65,65,1000,525000
F. Sánchez,Chile,Unión La Calera,Right,DEF,31 to 35,65,65,1000,210000
S. Torrizales,Paraguay,,Right,MID,25 to 30,65,68,0,0
J. Leiva,Chile,Audax Italiano,Left,FWD,21 to 25,65,68,2000,675000
T. Röttger,Germany,SG Sonnenhof Großaspach,Right,FWD,31 to 35,65,65,2000,425000
A. Duarte,Peru,Lobos BUAP,Right,GK,21 to 25,65,70,2000,525000
K. Ceesay,Gambia,Dalkurd FF,Right,DEF,25 to 30,65,65,1000,400000
L. Königshofer,Austria,SpVgg Unterhaching,Right,GK,25 to 30,65,65,1000,375000
L. Hoyos,Argentina,Vélez Sarsfield,Right,GK,25 to 30,65,67,3000,450000
J. Murillo,Ecuador,Estudiantes de La Plata,Left,MID,21 to 25,65,67,4000,650000
Luís Maximiano,Portugal,Sporting CP,Right,GK,20 and under,65,80,1000,950000
Han Peng,China PR,Beijing Renhe FC,Right,FWD,31 to 35,65,65,4000,280000
J. Derstroff,Germany, SSV Jahn Regensburg,Left,MID,25 to 30,65,66,3000,625000
H. Bjørdal,Norway,SV Zulte-Waregem,Right,MID,21 to 25,65,74,3000,850000
H. Skogseid,Norway,Stabæk Fotball,Right,DEF,25 to 30,65,65,1000,400000
A. Hadžiahmetović,Bosnia Herzegovina,Atiker Konyaspor,Right,MID,21 to 25,65,78,3000,1000000
J. Balkovec,Slovenia,Hellas Verona,Left,DEF,21 to 25,65,71,1000,625000
J. Jones,England,Wigan Athletic,Right,GK,25 to 30,65,65,10000,375000
P. Sohm,Germany,Hallescher FC,Right,FWD,25 to 30,65,66,2000,650000
B. Figueroa,Mexico,U.N.A.M.,Right,MID,20 and under,65,75,3000,850000
M. Lorentzson,Sweden,Örebro SK,Right,DEF,31 to 35,65,65,2000,220000
S. Al Duayyi,Saudi Arabia,Al Fateh,Right,DEF,21 to 25,65,67,6000,550000
N. Mbemba,France,Stade de Reims,Right,MID,21 to 25,65,70,4000,625000
J. Rhyner,Switzerland,Grasshopper Club Zürich,Right,DEF,21 to 25,65,77,3000,850000
K. Wrzesiński,Poland,Zagłębie Sosnowiec,Right,MID,21 to 25,65,68,1000,675000
F. Porath,Germany,SpVgg Unterhaching,Right,MID,21 to 25,65,73,3000,800000
T. Rodríguez,Argentina,Unión La Calera,Right,MID,21 to 25,65,75,4000,875000
O. Mares,Mexico,Tiburones Rojos de Veracruz,Left,DEF,31 to 35,65,65,12000,350000
M. Connolly,Republic of Ireland,Crawley Town,Right,DEF,25 to 30,65,69,3000,575000
P. Twumasi,Ghana,Deportivo Alavés,Right,FWD,21 to 25,65,71,6000,750000
S. Al Sawadi,Saudi Arabia,Al Raed,Right,MID,21 to 25,65,68,5000,675000
Lee Ki Je,Korea Republic,Suwon Samsung Bluewings,Left,MID,25 to 30,65,66,2000,525000
T. Al Absi,Saudi Arabia,Al Taawoun,Right,DEF,21 to 25,65,70,5000,600000
D. Torres,Chile,CD Palestino,Left,DEF,21 to 25,65,68,1000,550000
Ding Haifeng,China PR,Guangzhou R&F; FC,Left,DEF,25 to 30,65,66,4000,525000
E. Pernía,Venezuela,Deportes Iquique,Right,FWD,21 to 25,65,72,1000,775000
L. Coyle,England,Fleetwood Town,Right,DEF,21 to 25,65,74,8000,700000
S. Silva,Sweden,AIK,Right,FWD,25 to 30,65,65,3000,550000
S. Gnaka,Ivory Coast,KAS Eupen,Left,DEF,20 and under,65,78,1000,900000
Y. Bourhane,France,Chamois Niortais Football Club,Left,MID,20 and under,65,77,1000,825000
J. Stockley,England,Exeter City,Right,FWD,21 to 25,65,68,4000,700000
I. Vásquez,Chile,Audax Italiano,Right,MID,31 to 35,65,65,2000,400000
M. De Iriondo,Argentina,Unión de Santa Fe,Right,MID,21 to 25,65,69,4000,600000
M. Damsgaard,Denmark,FC Nordsjælland,Right,MID,20 and under,65,79,2000,1000000
Kaká,Brazil,CD Nacional,Right,MID,25 to 30,65,65,3000,575000
M. Blair,England,Doncaster Rovers,Right,MID,25 to 30,65,65,3000,525000
J. Petriccione,Italy,Lecce,Right,MID,21 to 25,65,71,1000,725000
J. Sambenito,Paraguay,,Right,FWD,25 to 30,65,65,0,0
C. Schoissengeyr,Austria,FK Austria Wien,Right,DEF,21 to 25,65,69,4000,600000
L. Perdomo,Argentina,Gimnasia y Esgrima La Plata,Right,MID,21 to 25,65,75,3000,775000
M. Röser,Germany,Karlsruher SC,Right,MID,25 to 30,65,65,2000,575000
S. Roux,New Zealand,Melbourne Victory,Right,DEF,21 to 25,65,69,2000,575000
Pol Valentín,Spain,Gimnàstic de Tarragona,Right,DEF,21 to 25,65,79,2000,1000000
Óscar Valentín,Spain,CF Rayo Majadahonda,Right,MID,21 to 25,65,71,2000,725000
H. Ruíz,Mexico,Tiburones Rojos de Veracruz,Right,MID,31 to 35,65,65,2000,475000
Kim Min Woo,Korea Republic,Sangju Sangmu FC,Left,MID,25 to 30,65,65,3000,550000
F. Kippe,Norway,Lillestrøm SK,Left,DEF,Over 35,65,65,1000,0
J. Řezníček,Czech Republic,Viktoria Plzeň,Right,FWD,25 to 30,65,65,1000,525000
A. Al Zaqan,Saudi Arabia,Al Ittihad,Right,MID,25 to 30,65,65,7000,575000
G. Acampora,Italy,Spezia,Left,MID,21 to 25,65,72,1000,750000
J. Alondro,Paraguay,,Left,DEF,25 to 30,65,65,0,0
L. Ferguson,Scotland,Aberdeen,Right,MID,20 and under,65,81,1000,1000000
R. Augustyniak,Poland,Miedź Legnica,Right,MID,21 to 25,65,69,1000,600000
A. Cannon,England,Rochdale,Right,MID,21 to 25,65,74,2000,825000
C. Woods,England,Preston North End,Right,DEF,31 to 35,65,65,4000,350000
E. Sabbi,United States,Hobro IK,Right,FWD,20 and under,65,76,2000,950000
D. McCrory,Republic of Ireland,Burton Albion,Left,DEF,25 to 30,65,65,3000,425000
T. Öztürk,Germany,KFC Uerdingen 05,Right,MID,25 to 30,65,65,2000,450000
De Los Reyes,Spain,UD Almería,Left,DEF,25 to 30,65,68,2000,550000
O. García,Colombia,Jaguares de Córdoba,Right,MID,21 to 25,65,66,1000,650000
A. Batsula,Ukraine,KV Kortrijk,Left,DEF,25 to 30,65,67,4000,525000
R. Kerschbaum,Austria,FC Wacker Innsbruck,Right,MID,21 to 25,65,69,3000,600000
N. Bakker,Netherlands,FC Emmen,Left,DEF,21 to 25,65,68,2000,575000
Raphael Silva,Brazil,Boavista FC,Right,DEF,25 to 30,65,69,2000,575000
L. Berry,England,Luton Town,Right,MID,21 to 25,65,68,3000,675000
Mauro Cerqueira,Portugal,CD Nacional,Left,DEF,21 to 25,65,67,3000,550000
S. Bidaoui,Morocco,Spezia,Right,FWD,25 to 30,65,65,2000,550000
Damià,Spain,RCD Espanyol,Right,MID,21 to 25,65,71,5000,625000
H. Jele,South Africa,Orlando Pirates,Right,DEF,31 to 35,65,65,1000,375000
D. Jones,England,Notts County,Left,DEF,31 to 35,65,65,5000,350000
G. Poussin,France,FC Girondins de Bordeaux,Right,GK,20 and under,65,79,2000,950000
R. Edwards,England,Plymouth Argyle,Right,DEF,21 to 25,65,69,3000,600000
B. Finne,Norway,Vålerenga Fotball,Right,MID,21 to 25,65,72,1000,750000
N. Varela,Uruguay,Wisła Płock,Right,MID,25 to 30,65,65,2000,575000
R. Tarifeño,Chile,Audax Italiano,Right,FWD,21 to 25,65,76,1000,950000
Bruno Gomes,Brazil,CD Aves,Right,FWD,21 to 25,65,75,3000,875000
M. Dombrowka,Germany,SpVgg Unterhaching,Right,DEF,25 to 30,65,66,2000,525000
N. Mezquida,Uruguay,Vancouver Whitecaps FC,Right,MID,25 to 30,65,67,2000,650000
M. Saadane,Morocco,Çaykur Rizespor,Right,DEF,25 to 30,65,68,4000,550000
M. Fink,Slovenia,Çaykur Rizespor,Right,DEF,25 to 30,65,65,4000,425000
B. Diaby,Spain,Sporting Lokeren,Right,DEF,20 and under,65,75,3000,775000
C. Elder,Australia,Leicester City,Left,DEF,21 to 25,65,72,11000,650000
R. Ledson,England,Preston North End,Right,MID,20 and under,65,77,3000,950000
M. Udol,France,FC Metz,Left,DEF,21 to 25,65,74,2000,700000
A. Al Mutairi,Saudi Arabia,Al Fayha,Right,MID,31 to 35,65,65,5000,425000
P. Tschernegg,Austria,FC St. Gallen,Right,MID,21 to 25,65,69,4000,600000
J. Duque,Colombia,Boyacá Chicó FC,Left,DEF,25 to 30,65,66,1000,500000
A. Katranis,Greece,Royal Excel Mouscron,Left,DEF,20 and under,65,75,5000,750000
Aloísio,Brazil,Clube Sport Marítimo,Right,DEF,20 and under,65,75,2000,775000
Evandro,Brazil,FC Seoul,Right,FWD,25 to 30,65,65,3000,525000
G. Castillejos,Argentina,San Martín de San Juan,Right,FWD,31 to 35,65,65,4000,425000
B. Renneke,Germany,VfL Osnabrück,Right,DEF,21 to 25,65,67,1000,550000
K. van Veen,Netherlands,Northampton Town,Right,FWD,25 to 30,65,66,5000,625000
N. Garmendia,Spain,Udinese,Right,MID,20 and under,65,76,5000,925000
M. Birighitti,Australia,Melbourne City FC,Right,GK,25 to 30,65,66,3000,425000
E. Alexander,United States,Houston Dynamo,Right,MID,25 to 30,65,65,2000,400000
F. Palacios Martínez,Spain,1. FC Nürnberg,Right,FWD,21 to 25,65,71,6000,750000
Luis Ruiz,Spain,CD Lugo,Left,DEF,25 to 30,65,68,2000,550000
A. Hunter,England,Fleetwood Town,Right,FWD,21 to 25,65,73,3000,800000
L. Owusu,Netherlands,De Graafschap,Right,DEF,21 to 25,65,73,2000,675000
J. Phojo,France,Clermont Foot 63,Right,DEF,21 to 25,65,66,2000,525000
L. Rougeaux,France,KV Kortrijk,Right,DEF,21 to 25,65,69,3000,575000
O. Fisher,Jamaica,DC United,Right,DEF,25 to 30,65,65,2000,450000
A. Benchaib,Belgium,Sporting Lokeren,Right,MID,20 and under,65,76,3000,925000
F. Fydriszewski,Argentina,Newell's Old Boys,Right,FWD,21 to 25,65,70,5000,725000
T. Ndenge,Germany,FC Luzern,Left,MID,21 to 25,65,74,3000,725000
F. Flórez,Colombia,Alianza Petrolera,Right,MID,21 to 25,65,72,1000,650000
G. Risso Patrón,Argentina,Atlético Tucumán,Left,DEF,21 to 25,65,74,3000,700000
T. Parkes,England,Carlisle United,Left,DEF,25 to 30,65,65,3000,475000
J. Untersee,Switzerland,Empoli,Right,MID,21 to 25,65,71,17000,750000
D. Gabriele,Germany,FC Wacker Innsbruck,Right,MID,21 to 25,65,72,3000,750000
M. Mbaye,Senegal,Carpi,Right,MID,21 to 25,65,73,4000,775000
S. Lovric,Austria,SK Sturm Graz,Right,MID,20 and under,65,77,4000,850000
C. Kerr,Scotland,Dundee FC,Right,DEF,21 to 25,65,73,2000,675000
G. Zelalem,United States,Arsenal,Right,MID,21 to 25,65,75,15000,875000
Song Boxuan,China PR,Tianjin Quanjian FC,Left,MID,25 to 30,65,65,6000,550000
Ronan,Brazil,Rio Ave FC,Right,FWD,21 to 25,65,71,3000,750000
A. Gruber,Austria,SV Mattersburg,Left,FWD,21 to 25,65,71,5000,750000
T. Nowak,Poland,Zagłębie Sosnowiec,Left,MID,31 to 35,65,65,2000,425000
S. Salviato,Italy,Padova,Right,DEF,25 to 30,65,65,1000,400000
G. Aguirre,Mexico,Club Atlas,Right,DEF,21 to 25,65,73,4000,675000
G. Rojas,Argentina,San Lorenzo de Almagro,Left,DEF,21 to 25,65,77,3000,850000
I. Openda,Belgium,Club Brugge KV,Right,FWD,20 and under,65,81,3000,1000000
R. Wallace,Costa Rica,New York City FC,Left,FWD,25 to 30,65,65,2000,500000
J. Jervis,England,AFC Wimbledon,Right,FWD,25 to 30,65,66,3000,650000
S. O'Neill,United States,Orlando City SC,Right,DEF,21 to 25,65,70,2000,625000
J. Butez,France,Royal Excel Mouscron,Right,GK,21 to 25,65,71,2000,550000
Raul Asencio,Spain,Benevento,Right,FWD,20 and under,65,78,4000,1000000
T. Hołota,Poland,Pogoń Szczecin,Right,MID,25 to 30,65,65,2000,450000
G. Paquiez,France,Nîmes Olympique,Left,DEF,21 to 25,65,68,4000,575000
F. Costa,Argentina,San Martin de Tucumán,Left,MID,25 to 30,65,65,3000,575000
N. Aankour,Morocco,Arka Gdynia,Right,MID,21 to 25,65,68,2000,675000
Erik Expósito,Spain,Córdoba CF,Left,FWD,21 to 25,65,75,3000,875000
J. Donisa,France,Red Star FC,Right,FWD,21 to 25,65,71,2000,750000
Choi Kyu Baek,Korea Republic,V-Varen Nagasaki,Right,DEF,21 to 25,65,71,1000,625000
M. Rojas,Paraguay,Defensa y Justicia,Left,MID,21 to 25,65,73,3000,775000
Pedro Silva,Portugal,CD Tondela,Right,GK,21 to 25,65,77,2000,775000
M. Giannikoglou,Greece,AEK Athens,Right,GK,21 to 25,65,69,1000,500000
J. Hanson,England,Oxford United,Right,MID,21 to 25,65,76,3000,825000
V. Demidov,Norway,Stabæk Fotball,Right,DEF,31 to 35,65,65,1000,375000
G. Rehak,Argentina,Independiente,Right,GK,21 to 25,65,71,4000,525000
K. Bare,Albania,Málaga CF,Right,MID,20 and under,65,74,2000,850000
Paulo Otávio,Brazil,FC Ingolstadt 04,Left,DEF,21 to 25,65,72,5000,650000
N. Oroz,Argentina,CD O'Higgins,Left,MID,21 to 25,65,70,5000,725000
A. Walongwa,Congo,FC Nantes,Right,DEF,21 to 25,65,67,5000,550000
T. Moore,England,Plymouth Argyle,Right,DEF,20 and under,65,72,2000,650000
R. Yamanaka,Japan,Yokohama F. Marinos,Left,DEF,21 to 25,65,70,2000,600000
E. Hamilton,Scotland,Manchester United,Left,MID,20 and under,65,78,11000,1000000
R. Salinas,Argentina,Vélez Sarsfield,Left,FWD,31 to 35,65,65,4000,475000
S. Zwierschitz,Austria,FC Admira Wacker Mödling,Right,DEF,25 to 30,65,65,3000,450000
J. Vickers,England,Lincoln City,Right,GK,21 to 25,65,75,3000,675000
C. Gribbin,England,Manchester United,Left,MID,20 and under,65,80,11000,1000000
A. Stewart,England,Wycombe Wanderers,Right,DEF,21 to 25,65,68,2000,575000
S. Tronstad,Norway,FK Haugesund,Right,MID,21 to 25,65,68,1000,675000
A. Castro,Mexico,Santos Laguna,Right,MID,31 to 35,65,65,5000,375000
C. Chaplin,England,Coventry City,Left,FWD,21 to 25,65,75,3000,875000
D. O'Dea,Republic of Ireland,Dundee FC,Left,DEF,31 to 35,65,65,2000,375000
N. Bandiera,Argentina,Curicó Unido,Right,MID,25 to 30,65,65,2000,550000
A. Figueroa,Colombia,Millonarios FC,Right,DEF,25 to 30,65,65,1000,400000
J. Sternberg,Germany,1. FC Kaiserslautern,Left,DEF,21 to 25,65,67,2000,550000
M. Blázquez,Chile,Deportes Iquique,Right,DEF,25 to 30,65,66,1000,500000
K. Grant,England,Charlton Athletic,Right,FWD,20 and under,65,78,3000,1000000
A. Al Zain,Saudi Arabia,Al Qadisiyah,Right,MID,25 to 30,65,65,9000,575000
Hwang Il Soo,Korea Republic,Ulsan Hyundai FC,Right,FWD,25 to 30,65,65,3000,525000
T. Fountas,Greece,SKN St. Pölten,Right,FWD,21 to 25,65,70,4000,725000
N. Quaschner,Germany,DSC Arminia Bielefeld,Right,MID,21 to 25,65,69,4000,700000
G. Sepúlveda,Chile,San Luis de Quillota,Right,MID,25 to 30,65,65,1000,425000
